Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,5.5cm,,,A granel - 20 Unidades,,IS4701055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,2,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,5.5cm,,,A granel - 100 Unidades,,IS4701055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,3,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,9cm,,,Kit com 6 Unidades,,IS4701090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,4,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,9cm,,,A granel - 20 Unidades,,IS4701090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,5,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,9cm,,,A granel - 100 Unidades,,IS4701090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,6,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,12cm,,,Kit com 4 Unidades,,IS4701120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Pastel.jpg?v=1776350311,7,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,12cm,,,A granel - 20 Unidades,,IS4701120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,8,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Amarelo Neon,,,12cm,,,A granel - 100 Unidades,,IS4701120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,9,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/amarelo-Neon.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,5.5cm,,,Kit com 6 Unidades,,IS4703055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,10,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,5.5cm,,,A granel - 20 Unidades,,IS4703055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Verde-Neon.jpg?v=1776350311,11,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,5.5cm,,,A granel - 100 Unidades,,IS4703055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Vermelho-Holografico.jpg?v=1776350311,12,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,9cm,,,Kit com 6 Unidades,,IS4703090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/veu-da-noite.jpg?v=1776350311,13,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,9cm,,,A granel - 20 Unidades,,IS4703090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Cha.jpg?v=1784303766,14,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,9cm,,,A granel - 100 Unidades,,IS4703090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,12cm,,,Kit com 4 Unidades,,IS4703120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,12cm,,,A granel - 20 Unidades,,IS4703120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Beijo da Sombra,,,12cm,,,A granel - 100 Unidades,,IS4703120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/preto-brilhante.png?v=1782411246,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,5.5cm,,,Kit com 6 Unidades,,IS4720055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,5.5cm,,,A granel - 20 Unidades,,IS4720055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,5.5cm,,,A granel - 100 Unidades,,IS4720055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,9cm,,,Kit com 6 Unidades,,IS4720090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,9cm,,,A granel - 20 Unidades,,IS4720090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,9cm,,,A granel - 100 Unidades,,IS4720090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,12cm,,,Kit com 4 Unidades,,IS4720120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,12cm,,,A granel - 20 Unidades,,IS4720120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Branco Pérola,,,12cm,,,A granel - 100 Unidades,,IS4720120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Branco-perola.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,5.5cm,,,Kit com 6 Unidades,,IS4704055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,5.5cm,,,A granel - 20 Unidades,,IS4704055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,5.5cm,,,A granel - 100 Unidades,,IS4704055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,9cm,,,Kit com 6 Unidades,,IS4704090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,9cm,,,A granel - 20 Unidades,,IS4704090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,9cm,,,A granel - 100 Unidades,,IS4704090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,12cm,,,Kit com 4 Unidades,,IS4704120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,12cm,,,A granel - 20 Unidades,,IS4704120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Capim Rubi,,,12cm,,,A granel - 100 Unidades,,IS4704120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Capim-Rubi.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,5.5cm,,,Kit com 6 Unidades,,IS4705055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,5.5cm,,,A granel - 20 Unidades,,IS4705055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,5.5cm,,,A granel - 100 Unidades,,IS4705055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,9cm,,,Kit com 6 Unidades,,IS4705090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,9cm,,,A granel - 20 Unidades,,IS4705090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,9cm,,,A granel - 100 Unidades,,IS4705090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,12cm,,,Kit com 4 Unidades,,IS4705120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,12cm,,,A granel - 20 Unidades,,IS4705120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Chá,,,12cm,,,A granel - 100 Unidades,,IS4705120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,5.5cm,,,Kit com 6 Unidades,,IS4707055006,0.0,,-5,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,5.5cm,,,A granel - 20 Unidades,,IS4707055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,5.5cm,,,A granel - 100 Unidades,,IS4707055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,9cm,,,Kit com 6 Unidades,,IS4707090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,9cm,,,A granel - 20 Unidades,,IS4707090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,9cm,,,A granel - 100 Unidades,,IS4707090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,12cm,,,Kit com 4 Unidades,,IS4707120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,12cm,,,A granel - 20 Unidades,,IS4707120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Glow,,,12cm,,,A granel - 100 Unidades,,IS4707120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Glow.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,5.5cm,,,Kit com 6 Unidades,,IS4721055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,5.5cm,,,A granel - 20 Unidades,,IS4721055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,5.5cm,,,A granel - 100 Unidades,,IS4721055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,9cm,,,Kit com 6 Unidades,,IS4721090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,9cm,,,A granel - 20 Unidades,,IS4721090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,9cm,,,A granel - 100 Unidades,,IS4721090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,12cm,,,Kit com 4 Unidades,,IS4721120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,12cm,,,A granel - 20 Unidades,,IS4721120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Laranja Neon,,,12cm,,,A granel - 100 Unidades,,IS4721120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/laranja-Neon.png?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,5.5cm,,,Kit com 6 Unidades,,IS4709055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,5.5cm,,,A granel - 20 Unidades,,IS4709055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,5.5cm,,,A granel - 100 Unidades,,IS4709055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,9cm,,,Kit com 6 Unidades,,IS4709090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,9cm,,,A granel - 20 Unidades,,IS4709090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,9cm,,,A granel - 100 Unidades,,IS4709090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,12cm,,,Kit com 4 Unidades,,IS4709120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,12cm,,,A granel - 20 Unidades,,IS4709120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Rapadura,,,12cm,,,A granel - 100 Unidades,,IS4709120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Rapadura.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,5.5cm,,,Kit com 6 Unidades,,IS4711055006,0.0,,0,deny,manual,8.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,5.5cm,,,A granel - 20 Unidades,,IS4711055020,0.0,,0,deny,manual,25.33,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,5.5cm,,,A granel - 100 Unidades,,IS4711055100,0.0,,0,deny,manual,114.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,9cm,,,Kit com 6 Unidades,,IS4711090006,0.0,,0,deny,manual,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,9cm,,,A granel - 20 Unidades,,IS4711090020,0.0,,0,deny,manual,50.67,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,9cm,,,A granel - 100 Unidades,,IS4711090100,0.0,,0,deny,manual,228.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,12cm,,,Kit com 4 Unidades,,IS4711120004,0.0,,0,deny,manual,14.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,12cm,,,A granel - 20 Unidades,,IS4711120020,0.0,,0,deny,manual,68.40,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
kit-isca-artificial-belly-fluke,,,,,,,,,Roxo Estelar,,,12cm,,,A granel - 100 Unidades,,IS4711120100,0.0,,0,deny,manual,307.81,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/Roxo-Estelar.jpg?v=1776350311,kg,,,
